,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
3517,Mercedes-Benz New C-Class 220 CDI AT,2013,80578,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,297757500.0
3524,Maruti Swift VDI,2015,63310,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,104728500.0
3525,Honda Amaze S i-Dtech,2014,66000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,71872500.0
3529,Maruti Swift VXI,2012,48772,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5.0,80291850.0
3530,Chevrolet Beat LS,2010,66000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5.0,44971650.0
3532,Ford Figo Petrol ZXI,2011,51593,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5.0,71256450.0
3536,Honda City V MT,2018,11966,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5.0,211099800.0
3538,Volkswagen Polo 1.5 TDI Highline,2014,70920,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,97541250.0
3556,BMW X1 sDrive20d,2012,63000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,277222500.0
3558,Ford Figo Diesel ZXI,2014,66000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,71256450.0
3559,Mahindra Ssangyong Rexton RX7,2013,80000,Diesel,Automatic,Second,11.18 kmpl,2696 CC,184 bhp,7.0,195082500.0
3560,Volkswagen Vento Petrol Highline,2011,37000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,98568000.0
3562,Volkswagen Polo Petrol Comfortline 1.2L,2012,52000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,63658500.0
3565,Maruti Ertiga ZDI,2015,74000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,179681250.0
3570,Toyota Fortuner 3.0 Diesel,2011,151000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,234099000.0
3571,Honda City 1.5 V MT,2011,65000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,106782000.0
3573,Ford Figo Diesel ZXI,2013,65287,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,91380750.0
3581,BMW 3 Series Luxury Line,2016,27000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,718725000.0
3583,Hyundai Verna 1.6 SX VTVT,2011,58000,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,82140000.0
3588,Hyundai EON Era Plus,2013,70000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5.0,36963000.0
3591,Maruti Ertiga VDI,2014,54569,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,123004650.0
3596,Maruti Ertiga ZDI,2014,22281,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,133477500.0
3597,Hyundai Grand i10 CRDi Sportz,2013,63210,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,76184850.0
3599,Hyundai i10 Era,2008,60000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,40864650.0
3600,Honda Amaze S i-Vtech,2017,32006,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,87273750.0
3611,Honda City 1.5 V MT,2011,94832,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,78649050.0
3612,Honda City 1.5 S MT,2012,88381,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,107808750.0
3615,Maruti Swift Dzire VDI,2014,38578,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,81318600.0
3616,Maruti Ertiga ZDI,2015,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7.0,169413750.0
3617,Hyundai i20 1.2 Spotz,2018,20632,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,155655300.0
3618,Hyundai Grand i10 CRDi Magna,2014,73042,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,81934650.0
3619,Honda City i VTEC SV,2014,54257,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,128343750.0
3623,Maruti Alto LXi,2007,52195,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,35936250.0
3626,Ford Figo Diesel ZXI,2015,92885,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,73104600.0
3627,Honda City 1.5 S MT,2010,43000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,86452350.0
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,2018,32434,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,294677250.0
3631,Ford Ecosport 1.5 DV5 MT Titanium,2017,32000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,195082500.0
3633,BMW 5 Series 2013-2017 520d Luxury Line,2016,76467,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5.0,625290750.0
3641,Renault KWID RXT,2016,20229,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,71872500.0
3646,Maruti Swift Dzire VDI,2015,62476,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,163253250.0
3654,Maruti Ritz LDi,2016,120000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,74952750.0
3657,Hyundai i20 1.2 Spotz,2017,3900,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,132450750.0
3660,Honda Brio S MT,2013,11000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,80086500.0
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,55000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,154012500.0
3668,Hyundai i10 Sportz 1.2,2010,29000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,70845750.0
3670,Mahindra XUV500 W10 2WD,2015,53392,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,245393250.0
3671,Volkswagen Vento Diesel Highline,2010,71000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,87273750.0
3675,Maruti Swift VDI,2012,65000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,80086500.0
3677,Mahindra XUV500 W8 2WD,2015,65100,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,171672600.0
3683,Maruti Swift VDI BSIV,2016,49000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,121156500.0
3687,Volkswagen Polo GT TSI,2017,50534,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,5.0,169824450.0
3688,Renault Duster 85PS Diesel RxL,2014,55300,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5.0,97541250.0
3690,Volkswagen Vento Diesel Highline,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,69819000.0
3691,Hyundai Grand i10 Sportz,2016,13436,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,96514500.0
3694,Honda Amaze VX i-DTEC,2014,74885,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5.0,110889000.0
3695,Honda City i VTEC CVT VX,2016,14000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,236152500.0
3697,BMW 5 Series 520d Luxury Line,2010,46000,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5.0,338827500.0
3702,Audi A4 2.0 TDI Multitronic,2010,59000,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,205350000.0
3703,Maruti Wagon R VXI,2006,141537,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,21561750.0
3706,BMW 3 Series Luxury Line,2016,31000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5.0,615023250.0
3708,Hyundai Creta 1.6 CRDi AT SX Plus,2016,33000,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,5.0,297757500.0
3709,Honda City 1.5 S MT,2011,71556,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,112942500.0
3711,Maruti Swift Dzire LDI,2016,91000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,92407500.0
3714,Toyota Innova 2.5 V Diesel 7-seater,2007,127079,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,143539650.0
3716,Honda City i VTEC V,2015,63818,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,134914950.0
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,40000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,359362500.0
3718,Volkswagen Polo Diesel Comfortline 1.2L,2013,77445,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,77006250.0
3725,Maruti Swift Dzire LDI,2017,60000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5.0,61605000.0
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,33000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,189948750.0
3728,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,374763750.0
3735,BMW 3 Series 320d,2010,80000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,291597000.0
3736,Hyundai Grand i10 Sportz,2018,43698,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,119103000.0
3738,Hyundai Grand i10 1.2 Kappa Sportz,2016,29091,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5.0,100005450.0
3744,Maruti Alto 800 LXI,2015,24617,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,48462600.0
3745,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,26927,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,233893650.0
3746,Mahindra XUV500 W8 2WD,2013,87736,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,144155700.0
3747,Maruti Vitara Brezza ZDi,2016,35299,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,164280000.0
3748,Hyundai i20 1.2 Spotz,2017,51612,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,146003850.0
3750,Maruti Alto LXi,2009,65090,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,44150250.0
3751,Honda Amaze S i-Vtech,2013,40000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5.0,66738750.0
3753,Hyundai Grand i10 CRDi Magna,2013,71904,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,94666350.0
3755,Hyundai Grand i10 CRDi Magna,2014,33000,Diesel,Manual,Second,24.0 kmpl,1120 CC,70 bhp,5.0,83166750.0
3759,Maruti Alto K10 VXI,2017,12000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,66738750.0
3760,BMW X1 sDrive20d,2012,66000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5.0,236152500.0
3761,Maruti Celerio VXI AT,2016,38009,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,87273750.0
3762,Skoda Superb Elegance 1.8 TSI AT,2009,35000,Petrol,Automatic,Second,13.7 kmpl,1798 CC,157.75 bhp,5.0,91380750.0
3764,Mahindra XUV500 W8 2WD,2014,86000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,161199750.0
3765,Maruti Swift Dzire VXI,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,108835500.0
3773,Hyundai Grand i10 AT Asta,2015,15000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,112942500.0
3776,Hyundai Verna 1.6 SX CRDi (O),2012,52000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,133477500.0
3781,Toyota Etios Liva GD,2015,49894,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,108219449.99999999
3784,Toyota Innova Crysta 2.8 ZX AT,2017,26023,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7.0,410083950.0
3786,Maruti Swift VDI,2014,115000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,92407500.0
3788,Maruti Alto LXi BSIII,2012,14814,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5.0,50721450.00000001
3801,Hyundai i10 Sportz 1.2,2013,59000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,70845750.0
3802,Hyundai Grand i10 Asta Option,2017,13000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,105755250.0
3803,Honda Brio S MT,2014,74325,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,72077850.0
3805,Volkswagen Polo Petrol Highline 1.2L,2013,57000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5.0,77006250.0
3809,Chevrolet Cruze LTZ,2013,62000,Diesel,Manual,Second,18.3 kmpl,1991 CC,147.9 bhp,5.0,138611250.0
3812,Maruti Ertiga VDI,2012,105000,Diesel,Manual,Second,20.77 kmpl,1248 CC,88.76 bhp,7.0,121156500.0
3813,Hyundai Grand i10 Sportz,2013,26000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,77006250.0
3817,Hyundai i20 1.2 Spotz,2017,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,142718250.0
3820,Maruti Alto K10 VXI,2011,28300,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,44150250.0
3822,Maruti Wagon R VXI BS IV,2016,12501,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,71872500.0
3826,Hyundai i20 Magna,2010,38000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5.0,45793050.0
3828,Maruti Wagon R LXI,2015,50230,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,79470450.0
3829,Mahindra XUV500 W8 2WD,2014,31000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,195082500.0
3830,Toyota Fortuner 4x2 AT,2014,79000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,364496250.0
3832,Hyundai Santro Xing GLS,2010,115000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5.0,30802500.0
3833,Hyundai Verna 1.6 SX VTVT,2013,41500,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5.0,102675000.0
3837,Maruti Wagon R LXI BS IV,2017,8000,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5.0,61605000.0
3838,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,28741,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5.0,225885000.0
3843,Hyundai Accent GLE,2010,32773,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,42096750.0
3844,Hyundai i20 1.2 Sportz,2016,19008,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,107808750.0
3848,Maruti Wagon R LXI,2012,68347,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,53391000.0
3849,Hyundai i20 1.2 Sportz,2011,72000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5.0,66738750.0
3850,Maruti Ritz VDi,2010,75014,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,79059750.0
3852,BMW 3 Series 320d,2012,55598,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,236152500.0
3855,Maruti Swift Dzire VDi,2014,65000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,109040849.99999999
3856,Mahindra XUV500 W8 4WD,2013,49000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,184815000.0
3859,Toyota Innova 2.5 V Diesel 8-seater,2013,112000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,246420000.0
3860,Hyundai Grand i10 Sportz,2017,23540,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,123620699.99999999
3863,Mahindra XUV500 W8 2WD,2015,39335,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,259357050.00000003
3864,Honda City i VTEC SV,2014,62000,Petrol,Manual,Second,17.4 kmpl,1497 CC,117.3 bhp,5.0,159146250.0
3865,Ford Ecosport 1.5 DV5 MT Titanium,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,112942500.0
3866,Hyundai i20 Sportz 1.2,2015,35000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,90970050.0
3871,Maruti Swift Dzire Tour LDI,2016,75000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,87273750.0
3872,Maruti Alto LXi,2008,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,22588500.0
3874,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,45000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,182761500.0
3880,Honda City i VTEC V,2015,28004,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,145798500.0
3885,Honda City 1.5 V MT,2010,27800,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,102675000.0
3887,BMW 3 Series 320d Luxury Line,2013,38000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5.0,400432500.0
3891,Mahindra XUV500 W6 2WD,2013,73314,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,135531000.0
3892,Hyundai Grand i10 AT Asta,2015,69053,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,117460200.0
3893,Honda City 1.5 V MT,2009,79782,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5.0,53391000.0
3895,Mahindra XUV500 W8 2WD,2011,90000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7.0,125263500.0
3896,Maruti Swift Dzire VDi,2010,130000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,79059750.0
3897,Volkswagen Vento Petrol Highline,2013,65000,Petrol,Manual,Second,15.04 kmpl,1598 CC,103.6 bhp,5.0,92407500.0
3899,Audi A4 2.0 TDI,2013,76000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5.0,374763750.0
3903,Honda City 1.5 V MT,2011,66276,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,112942500.0
3904,Maruti Swift Dzire VXI,2014,45000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5.0,81934650.0
3906,Hyundai Grand i10 CRDi Sportz,2014,43068,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,71872500.0
3908,Hyundai i10 Magna,2011,50436,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,74952750.0
3909,Hyundai Grand i10 AT Asta,2014,21000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5.0,110889000.0
3912,Mercedes-Benz New C-Class 220 CDI AT,2010,68782,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5.0,256687500.0
3913,Maruti Ritz VDi,2011,35888,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,38811150.0
3914,Maruti Swift Dzire Tour LDI,2015,168205,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,82140000.0
3917,Hyundai Elantra CRDi SX,2014,45000,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5.0,143745000.0
3918,Toyota Fortuner 4x2 AT,2016,55547,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,513169649.99999994
3919,Volkswagen Polo GT TSI,2013,69000,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.6 bhp,5.0,92407500.0
3923,Hyundai Accent GLE,2004,110000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,12321000.0
3924,Hyundai EON D Lite Plus,2014,45407,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,69613650.0
3925,Toyota Innova 2.5 V Diesel 7-seater,2011,136490,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7.0,201243000.0
3928,Maruti Swift Dzire VXi,2012,15500,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,77006250.0
3929,Honda City i VTEC CVT VX,2017,12538,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,256687500.0
3931,Honda Brio S MT,2015,44328,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,78033000.0
3932,Toyota Etios Liva GD,2014,63000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5.0,89327250.0
3935,Toyota Innova Crysta 2.8 ZX AT,2016,50296,Diesel,Automatic,Second,11.36 kmpl,2755 CC,171.5 bhp,7.0,390165000.0
3936,Volkswagen Vento Diesel Highline,2013,95500,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,102675000.0
3937,Ford Ecosport 1.5 DV5 MT Titanium,2014,72100,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5.0,111915750.0
3938,Maruti Wagon R VXI,2010,19119,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,55444500.0
3940,Volkswagen Polo 1.5 TDI Highline,2015,75600,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,119103000.0
3949,Ford Figo Diesel ZXI,2013,22000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5.0,46203750.0
3952,Ford Figo Petrol ZXI,2011,51928,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,71051100.0
3955,Toyota Fortuner 3.0 Diesel,2012,100000,Diesel,Manual,Third,11.5 kmpl,2982 CC,171 bhp,7.0,328560000.0
3957,Renault KWID RXT,2016,53886,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,63042450.0
3962,Honda City 1.5 S MT,2011,45501,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,63658500.0
3966,Mahindra XUV500 W8 2WD,2016,120000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,246420000.0
3973,Honda City i DTEC VX,2014,37298,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5.0,100621500.0
3974,Maruti Swift VXI BSIV,2014,42000,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,73926000.0
3978,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,27467,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,801891750.0
3979,Hyundai Grand i10 Asta,2015,15305,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5.0,77006250.0
3980,Maruti Wagon R LXI BS IV,2010,70000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,43123500.0
3981,Ford EcoSport 1.5 TDCi Titanium,2016,36778,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5.0,180708000.0
3987,Toyota Fortuner 3.0 Diesel,2014,72000,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,7.0,379897500.0
3990,Maruti Swift Dzire VDI,2014,61000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,109862250.0
3995,Hyundai i20 1.2 Sportz,2011,54000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5.0,65712000.0
4000,Ford Figo Diesel EXI,2011,37000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5.0,36963000.0
4002,Hyundai i20 Sportz 1.4 CRDi,2013,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,111915750.0
4003,Jaguar XF 2.2 Litre Luxury,2018,3000,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,1078087500.0
4007,Honda Brio S MT,2013,58581,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,71667150.0
4008,Hyundai i20 Sportz 1.4 CRDi,2013,25500,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,72899250.0
4010,Maruti A-Star Vxi,2011,53766,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,55444500.0
4012,Maruti Alto LXi,2006,68000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,30802500.0
4013,Mahindra XUV500 W10 2WD,2017,40000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,326506500.0
4015,BMW X1 sDrive20d,2014,69000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,333693750.0
4019,Hyundai i20 Sportz 1.4 CRDi,2013,70933,Diesel,Manual,Second,21.9 kmpl,1396 CC,88.76 bhp,5.0,80086500.0
4020,Maruti Swift VDI BSIV,2013,115195,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5.0,79059750.0
4023,Hyundai Verna 1.6 SX CRDi (O),2014,58000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,118076250.0
4024,Renault Duster 110PS Diesel RxZ,2014,68598,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,126700950.0
4026,Maruti Alto K10 VXI,2016,51264,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5.0,65712000.0
4027,Hyundai Creta 1.6 SX Plus Petrol Automatic,2017,21363,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,277017150.0
4031,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2016,43252,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5.0,701886300.0
4032,Hyundai Grand i10 CRDi Magna,2014,42000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,71872500.0
4036,Maruti Ritz LDi,2015,35314,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5.0,87684449.99999999
4037,Honda City i VTEC SV,2017,38691,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,157708800.0
4042,Maruti Celerio VXI AT,2014,18500,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5.0,81113250.0
4043,Volkswagen Vento Petrol Highline,2014,45000,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,98568000.0
4047,Honda City i VTEC CVT VX,2014,82329,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,154012500.0
4048,Honda City 1.5 V MT,2010,80302,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5.0,71872500.0
4051,Toyota Etios G,2014,70000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5.0,66738750.0
4052,BMW X1 sDrive20d,2016,45000,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5.0,585247500.0
